real,predicho,wer_individual
no solo se sorprendería en absoluto en cierto modo es lo que más me ocupa tal vez en el fondo de sus corazones duda igual que dudo yo cuando me ven ven a un mentiroso me considero un hombre de principios pero qué hombre no se considera como tal incluso el asesino según el advertido interpreta sus aciones como morales tal vez otra persona al ler mi video,no solo se erprendería en absoluto en cierto modo es lo que más me ocupa tal vez en el fondo de sus corazones duda igual que dudo yo cuando me ven ven a un mentiroso me considero un hombre de principios pero qué hombre no se considera como tal incluso el asesino según a divertido interpreta sus asiones como morales tal vez otra persona al leer mi vid,0.08823529411764706
me considero un tirano religioso puedes lamarme arogante qué hace que la opinión de ese hombre sea menos válida que la mía propia supongo que todo se ruye o sea una sola cosa al final soy yo quien tiene los ejércitos de su parte si los hombres len estas palabras que sepan que el poder es una pesada carga no busquéis caer en sus redes sociales,me considera un tirano religioso puedes llamarme arrogante qué hace que la opinión de ese hombre sea menos válida que la mía propia supongo que todo se rubio suna sola cosa al final soy yo quien tiene los ejércitos de su parte si los hombres leen a las palabras que sepan que el poder es una pesada carga no busquéis caer en su esraea,0.19696969696969696
las progresivas de teris dicen que yo tendré el poder para salvar el mundo sin embargo dan a entender que también tendré el poder para destruirlo legamos a teris a principios de la semana y tengo que decir que el paisaje me parecía maraviloso las grandes montañas con sus cimas nevadas y sus faldas boscosas se alzan como dioses,las polosías de terris dicen que yo tendré el poder para salvar el mundo sin embargo dan a entender que terme tendré el poder para destruirlo llegamos a terris a principios de la semana y tengo que decir que el paisaje me parecía maravilloso las grandes montañas con sus cimas nevadas y sus faldas boscosas se alzan como dioses,0.1016949152542373
guardi eh guardianes sobre estas tieras verdes de fertilidad mis propias tieras del sur son lanas creo que serían menos teribles si hubiera unas cuantas montañas para dar variedad al tereno aquí la gente se dedica principalmente al pastoreo aunque no es extraño encontrar leneadores y grajeros es una tiera a paz su,guard guardianes sobre estas tierras verdes ferros de fertilidad mis propias tierras del sur son llanas creo que serían menos terribles si hubiera unas cuantas montañas para dar variedad al terreno aquí la gente se dedica principalmente al pastoreo aunque no es extraño encontrar leneadores y grajeros es una tierra a paz su,0.16981132075471697
de luego parece extraño que un sitio tan adricula sea la cuna de las profecías y de la teología en la que se basa actualmente el mundo entero al parecer en la siguiente etapa de mi vida nos levará a las tieras altas de téris si se que es un lugar frío e implacable una tiera donde las montañas mismas están hechas de hielo nuestros sirvientes no sirven para este viaje es probable que la tiera no sea tan fría como la tiera,de luego parece extraño que un sitio tanarícola sea la cuna de las profecías y de la teología en la que se basa actualmente el mundo entero al parecer la siguiente etapa de mi vida nos llevará a las tieras altas de terris si se que s un lugar frío e implacable una tierra donde las montañas mismas están hechas de hielo nuestros sivientes so a siro par e ese e vi are  at es oeoriataea,0.30120481927710846
que tengamos que contratar a algunos portadores de teris que leven nuestras pertenencias ni siquiera comprendo lo que supone que tengo que hacer los filósofos de teris dicen que lo sabré cuando legue el momento pero es un flaco consuelo la profundidad debe ser destruida y al parecer soy la única persona que puede hacerlo si no lo hago pronto de esa tiera solo quedaran más que huesos y polvo nunca quizá,que tengamos que contetaba algunos porteabres de terris que dio en nuestros pertenencies disiquiera complendo lo que supene que temo caser los filosafos deterr is dicen que lo sabrí cuandolegael momento pero es un flaco consuro la profundia deve ser destruía y al parecer sol e únincua presona que puede acerlo si no lo hgo pronto de esta tierra solo que daran más que hueso si polvonunca qui,0.5555555555555556
esto cierto pero alguien tiene que detener la profundidad y al parecer térez es el único sitio donde puede hacerse sin embargo sobre este hecho no tengo que aceptar las palabras de los filósofos ahora puedo sentir nuestro objetivo puedo sentirlo aunque los otros no pueden late en mi mente alá lejos en las montañas loache era un hombre alto naturalmente,isto ciertopero alguien tiene que detener la profundidad y al parecer terres ser único sitio de puede cerse sin embargo sobre este hecho no tengo que aceptar las palabras de los filósofos ahora puedo centir no esto jetivo puedo sentirlo aunque los otros no pueden late en mi mente allí lejos en las montañas lo agesh en un hombre alto naturalmente,0.26229508196721313
la mayoría de tericianos lo son es joven para lo que los otros lo respeten tanto tiene carisma y las mujeres de la corte probablemente lo describirían como guapo que a su manera es un tanto hasta sin embargo me sorprende que alguien preste atención a un hombre que predica tanto odio nunca he visto a que,la mayoría de tersianos lo son es joven para lo que los otros lo respeten tanto tiene carisma y las mujeres de la corte probablemente lo descubrirían como describirían como guapo que q a su manera eeso en tanto basta sin embargo me sorprende que alguien pretención a unhombre que predica tanto odio nunca he visto aq,0.22807017543859648
pero maldice la ciudad no me conoce pero no te lo odio y lo oscilian de sus ojos él defenderá sus costumbres y sin embargo las violará será su salvador y sin embargo lo lamaran hereje sus nombres será discordia y sin embargo lo amarán por elo en el fondo me preocupa que mi renuncia nos destruya a todos,pero maldice la ciudad no me conoce pero no te lo odio y lo ostilidan de sus ojos él eprenderá sus costumbres y sin embargo las violará será su salvador y sin embargo lo llamaran hereje sus nombres será discordia y sin embargo lo amarán por ello en el fondo me preocupa que mi renancia nos destruye a todos,0.1016949152542373
me sorprende cuántas naciones se han unido en pos de nuestro propósito sigen habiendo disidentes naturalmente y algunos reinos por desgracia se han ensarzado en gueras que no han podido detener sin embargo contemplar la unidad general es glorioso casi abrumador ojalá a las naciones de la humanidad no les hubiera hecho falta una,me sorprende cuántas naciones se han unido en pos de nuestro propósito sigen habiendo disidentes naturalmente y algunos reinos por desgrasia se han ensarzado en guerras que no han podido detener sin embargo contemplar la unidad general es glorioso casi abrumador ojalá a las naciones de la humanidad no no se hubiera hecho falta una o,0.09259259259259259
amenaza tan terible para valorar la paz y la coperación parece que rajesh representa una fación creciente en la cultura de teris gran número de jóvenes piensan que sus inusitados poderes deberían ser usados para algo más que trabajar en el campo engendrar hijos y talar piedras son rudos incluso violentos muy distintos a los tranquilos y los hermosos,amenaza tan terrible para valorar la paz y la cooperación parece que rajesh representa una facción creciente en la cultura de terris gran número de jóvenes piensan que sus inusitados poderes deberían ser usados para algo más que trabajar en el campo engendrar hijos y tallar piedras son rudos incluso violentos muy distintos a los tranquilos y losaseros,0.11864406779661017
de filósofos y hombres santos de teres que he conocido tendré que ser vigilados con cuidado estos tericianos podrían ser muy peligrosos si se les da la ocasión y el motivo cómo sería si todas las naciones desde las islas del sur hasta las montañas de teres al norte estuvieran unidas bajo un solo gobierno qué maravilas podrían conseguirse que,a de filósofos y hombressantos de teres que he conocido tendré que ser vilados con cuidados estos terrisianos podrían ser muy peligrosos si se les da la ocasión y el motivo cómo sería si todas las naciones desde las islas del sur hasta las montañas de teres e lnorte estuvieran unidas bajo un solo gobierno qué maravillos podré conseguirse qué,0.18333333333333332
qué progreso podría lograrse si la maniara enunciara permanentemente a sus disputas y se uniera supongo que es demasiado esperar un único imperio unificado nunca sucederá sé que debería dejar que un simple portador me perturbe a veces me pregunto si me estoy volviendo loco tal vez sea debido a la presión de esa persona,progreso podría lograrse si lo omanearo enunciar pemanentemente a sus disputas y se uniera supongo que es demasiado esperar un único imperio unificado nunca sucederá sé que debebía dejar que un simple portador me perturbe a veces me progunto si me estoyi volviendo loco tal vez sea debido a la pressió n de es,0.21818181818181817
saber que de algún modo debo soportar la carga de todo el mundo tal vez por las muertes que he visto los amigos que he perdido los amigos que he visto obligados a matar sea como sea a veces veo sombras siguiéndome oscuras criaturas que no comprendo ni deseo comprender serán acaso frutos de mi mente agotada no sé por qué me traicionó,ber que de algún modo debo soportar la carga de todo el mundo tal vez por las muertes que uhe visto los amigos que perdido los amigos que he visto llegados a matar sea como sea a veces veo sombras siguiéndome oscuras criaturas que no comprendo ni deseo comprender serán acaso frútos de mi mente agotada no sé por qué me tradicionó,0.09523809523809523
incluso así este hecho acosa mis pensamientos fue el que me descubrió fue el filósofo de therys que me lamó primero héroe de las eras parece irónicamente realista que ahora después de una larga puna por convencer a sus colegas sea el único hombre santo de importancia que predica en contra de mi reino,incluso así este hecho acosa mis pensamientos fue el que me descubrió fu el el pie filósofo de theris que llamó me llamó primero héroe de las ceras parece n irónicamente realista que ahora después delargo ede una larga pugna por convenser a sus colegas sea al único hombre santo de importancia que predica en contra de mi reino,0.24074074074074073
muchos cren que mi viaje comenzó en clenion esa gran ciudad maravilosa olviden que no era rey cuando comencé mi misión nada de eso creo que los hombres harían bien recordar que esta tarea no le iniciaron emprendedores sacerdotes profetas ni generales no comenzó en clenion,muchos creen que mi viaje comenzó en klanión esa gran ciudad marivillosa olvidan que no era rey cuando comencé mi misión nada de eso creo que los hombres harían bien recordar que esa tarea no les iniciaron emprendedores sacerdotes profesos ni generales no comenzó en clenien,0.17391304347826086
en cordel no neóino ni las grandes naciones del este o del feroz imperio del oeste comenzó un pequeño pueblo sin importancia cuyo nombre no significa nada para vosotros comenzó con un joven hijo de hereros que no destacaban nada excepto quizás en su habilidad para meterse en líos comenzó conmigo a veces me pregunto que hubiera su,en cordel none rino ni las grandes naciones del este o del feroz imperio del oeste comenzó un pequeño pueblo sin importancia cuyo nombre no significa nada para vosotros comenzó con un joven hijo de herreros que no destacaban nada excepto quizás en su habilidad para meterse en líos comenzó conmigo a veces me pregunto que hubiera s,0.06896551724137931
sucedido y si me hubiera quedado alí en aquela pereza aldea de mi nacimiento habría sido horero como mi padre tal vez habría tenido familia hijos propios tal vez otra persona habría tenido que levar esta terible carga alguien que pueda soportarla mejor que yo alguien que merezca ser un hebre podríamos decir que en las circunstancias me obligaron a dejar atrás mi familia,o si me ra quedaba allí en aquella perezosa aldea de benacimiento habría sido herrero como mi padre tal vez habría tenido familia y sus propios tal vez otra persona habría tenido que llevar esa terrible carga alguien que pueda soportarla mejor que yo alguien que merezca ser un hérre podríamos decir que en las circunstancias nos bligaron a dejar a trás mi famila,0.328125
sin duda si me hubiera quedado estaría muerto durante aquelos días huyéndose y saber por qué levando la carga que no comprendía supuse que me perdería en la ciudad y buscaría una vida para no lamar la atención empiezo a comprender poco a poco por qué el anonimato como te dije no es un anonimato es un desastre,sin duda si me hubira quedado estaría muerto durante aquellos días huyéndose y saber por qué llevando la carga que no comprendía supuse que me perdería en la ciudad y busicaría una vida para no llamar la atención empiezo a comprender poco a poco por qué elan e del ane il matocomo,0.29310344827586204
tantas otras cosas es algo que he perdido para siempre kan y yo nos conocimos por casualidad aunque supongo que él diría que fue la providencia he conocido a muchos otros filósofos desde aquel día son cada uno de elos hombres de gran sabiduría y sorprendente sagacidad hombres de una importancia,tantas otras cosas es algo que e he perdido para siempre can y yo nos conocimos por casualidad aunque supongo que el dire qe fue la providencia he conocido a muchos otros filósofos desde aquel día son cada uno de ellos hombres de gran sabiduría y sorprendente sagacidad hombres de una importancia,0.11764705882352941
casi palpable no es así kan en cierto modo es tan improbable que fuese profeta como yo héroe nunca tuvo aire de sabiduría semansemonial tampoco era un hérodito religioso la primera vez que nos vimos estaba investigando uno de sus ridículos intereses en la gran,casi palpable no es así kan en cierto modo es tan improbable que fuese profeta como yo héroe nunca tuvo aire de sabiduría de samnseremonial tampoco era un hérodito religioso la primera vez que nos vimos estaba investigando uno de sus ridículos intereses en la gran,0.044444444444444446
y biblioteca creo que trataba de determinar si los árboles pueden pensar o no que fuera quien finalmente descubrió al héroe de las heras de las prohecias de tereis es un asunto que me habría dado risa si los hechos hubieran sucedido de una manera algo distinta no es una sombra esta cosa oscura me sigue la cosa que solo yo puedo,é biblioteca creo que trataba de determinar si los árboles pueden pensar o no que fuera quien finalmente descubrió al héroe de las eras de las provincias de teres es un asunto que me habría dado risa si los hechos hubieran sucedido de una manera algo distinta no es una sombra esta cosa oscura me sigue la cosa que solo yo pue,0.08064516129032258
ver no es realmente una sombra es negrusca y transparente pero no tiene el contorno sólido de una sombra es insustancial retorcida e informe digamos que está hecho de una niebla negra o de bruma tal vez el héroe de las cedras no será un hombre sin una fuerza ninguna nación lo reclamará,ver no realmente una sombra es une grusca y transparente pero no tiene el controrno solo ded una sombra es insustancial retorcida e informe digamos que está hecho de una niebla negra ore bruma tal vez el éro de las cedras no será un hombre sin una fuerza ninguna nación lo reclamará,0.16981132075471697
ninguna mujer lo conservará ningún rey podrá matarlo no pertenecerá a nadie ni siquiera a sí mismo al principio estaban aquelos que no crerían que la profundidad fuera un peligro serio al menos no para elos sin embargo trajo consigo una plaga que he visto infectar a casi toda la tiera los ejércitos son inútiles contra elos,ninguna mujer lo conservará ningún rey podrá matarlo no pertenecerá a nadie ni siquiera a sí mismo al principio estaban aquellos que no creerían que la profundidad fuera un peligro serio al menos no para ellos sin embargo trajo consigo una plaga que he visto infectara casi toda la tierra los ejércitos son inútiles contra ello,0.12280701754385964
las grandes ciudades son arasadas por su poder las que ustedes elas se pierden y la tiera muere a eso combato este es el monstruo que debo derotar me preocupa haber tardado demasiado ya he producido tanta destrución que temo por la supervivencia de la humanidad es verdaderamente el fin del mundo como,las grandes ciudades son arrasadas por su poder las que ustedes ellas se pierden y la tierra mujere a eso combato este es el monstruo que debo derrotar me preocupa haber tardado demasiado ya he producido tanta destrucción que temo por la supervivencia de la humanidad es verdaderamente el fin del mundo como,0.11320754716981132
apredicen tantos filósofos apenas duermo unas cuantas horas cada noche debemos continuar adelante viajando cuanto podamos cada día pero cuando finalmente me acuesto el sueño me alude los mismos pensamientos que me preocupan durante el día aumentan en la quietud de la noche por encima de todo oigo los golpeteos de las alturas los pulsos de la,predicen tantos filósofos apenas duermo unas cuantas horas cada noche debemos continuar adelante viajando cuanto podamos cada día pero cuando finalmente me acuesto el sueño me alue los mismos pensamientos que me preocupan durante el día aumentan en la quietud de la noche por encima a todo oigo los repeteos de las alturas los pulsos de a,0.08771929824561403
la montaña atrayéndome en cada latido al final he de confiar en mí mismo he visto hombres capaces de arancar de su interior la capacidad de reconocer la verdad y la bondad y creo que no soy uno de elos sigo viendo las lágrimas en los ojos de los niños y siento el dolor de su sufrimiento si alguna vez pierdo esto entonces sabré que,la montaña atrayéndome en cada latiro al final he de confiar en mi midad he visto hombres capaces de arrocar de de su interior la capacidad de reconocer la verdad y la bondad y creo que no soy uno de ellos sigo viendo las lágrimas en los ojos de los niños y siento el dolor de su sufrimiento si alguna vez pierdo esto endose sabré que,0.1076923076923077
he legado a un punto más alá de ninguna esperanza de redención ningún hombre muere por mi mano o por mi orden a no ser que piense que no hay otro remedio sin embargo los mato a veces desearía no ser maldito realista me siento muy cansado creo que he descubierto por fin por qué me doy a tanto rato,e llegado a un punto más alla de ninguna esperansa de redención ningún hombre muere por mi mano o por me órden a no ser que pience que pience que no hy otro remedio sien embargo los mato a veces dessería no ser maldito realista me siento moycanzado qrero que es cuierto por fin por qué me doría tanto rela,0.3333333333333333
no creo que un extraño como yo un farastero pueda ser el héroe de las eras creo que de algún modo he engañado a los filósofos que levo injustamente la marca del héroe según rajesh un tericiano de pura sangre debería haber elegido como el héroe curiosamente me siento más decidido a causa de su odio debo demostrar que no es así,nno cree que un extraño como yo un farastero pueda ser el leo de las sera cree que de algún modo he engañado a los filósofos que llevo injustamente la marca del héroe según rajesh un terriciano de pura sangre debería ber ar elegido como al héroe curiosamente me siento más decidido a causa de su odio die os esmo sesea,0.25806451612903225
y que puedo realizar esa tarea a veces mis compañeros dicen que me preocupo y me cuestiona demasiado sin embargo aunque puedo dudar de mi estatua como héroe hay una cosa que nunca he puesto duda el final de nuestra misión la profundidad tiene que ser destruida la he visto la he sentido,que puedo realizar esa tarea a veces mis compañeros dicen que me preocupo y me cuestiona demasiado sin embargo aunque puedo dudar de mi estatura como héroe hay una cosa que nunca he puesto duda el final de nuestra misión la profundidad tiene que ser destruida la he visto la he sentido,0.03773584905660377
este nombre que le damos es una palabra demasiado débil creo si la profundidad es insondable pero también es terible muchos no se dan cuenta de que es setiente pero yo he sentido su mente tal como es las pocas veces que me he enfrentado a ela directamente es un ser de destrución locura y corupción,este nombre que le damos es una palabra demasiado débil creo si la profundidad es insondable pero también es terrible muchos no se dan cuenta de que es sertiente pero yo he sentido su gente tal como es las pocas veces que me he enfrentado a ella directamente es un ser de destrucción locura y corrupción,0.10714285714285714
destruiría este mundo no por rencor sino simplemente porque es lo que hace todos los demás piensan que debería haber ordenado amputar a cam por traicionarme siendo sinceros probablemente lo mataría ahora mismo si supiera dónde se ha metido en ese momento sin embargo no pude hacerlo el hombre se había,destruiría este mundo no por recor sino simplemente porque es lo que hace todos los demás piensan que debería haber ordenado ae putar a cam por traicionar siendo sinceros probablemente lo mataría ahora mismo si subiera dónde se had metido en ese momento sin embargo no pude hacerlo eel hombre se abía,0.1568627450980392
convertido en un padre para mí hasta hoy no sé por qué de pronto he decidido que ya no era el héroe por qué se volvió contra mí denunciando mediante el conclave de los creadores del mundo al completo preferiría que ganara la profundidad sin duda aunque yo no sea el adecuado ahora que dice kan mi presencia en el post de la ascensión,convertido en un padre para mí hasta hoy no sé por qué de pronto eil io que ya no era el héroe por qué se volvió contra mí denunciando mediante el conclave de los creadores  del mundo al completo preferiría que ganara la profundidad sin duda aunque yo no sea ela adecuado ahora que dice kan mi presencia en el posto de la ascenio,0.078125
no podría ser peor de lo que sucederá si la profundidad continuar destruyendo la tiera la mayoría de teresianos no son tan malos como rajesh sin embargo puedo ver que cren en él hasta cierto punto son hombres sencilos ni filósofos ni eruditos y no comprenden que sus propias profecías dicen que el héroe de las eras será un extranjero,no podría ser peor de lo que sucuderase la profundidad continuar destruyendo la tierra la mayoría de teresianos no son tan malos como rajesh sin embargo puedo ver que creen en él hasta cierto punto son hombres sencillos ni filósofos ni eruditos y no comprenden que sus propias profesías dicen que el héroe de las ceras será un extranjero,0.11666666666666667
lo que señala rahesh que son un pueblo superior y que deben dominar en vez de estar sometidos ante tanta pasión y odio incluso los hombres buenos pueden ser engañados a otros hombres les preocupa si serán recordados o no yo no siento sus temores incluso descartando las profecías de teno,lo que señala rajesh que son un poder usuperior y que deben dominar en vez de estar sometidos aante tanta pasión y odio incluse los hombres buenos pueden ser engañados a otros hombres leos preocupas si serán recordados o no no sientos sus temores incluso descartando las profesíasde tea,0.23529411764705882
he traído tal caos conflicto y esperanza a este mundo que hay pocas posibilidades de que sea olvidado me preocupa lo que dirán de mí los historiadores pueden hacer con el paso de lo que quieran dentro de mil años seré recordado como el hombre que protegió la humanidad de un poderoso mal o seré recordado como un tirano arogante,he traído tal caos conflicto y esperanza e este mundo que hay pocas posibilidades de que sea olvidado me preocupa lo que dirán de mí los historiadores pueden hacer con el paso de lo que quieran dentro de mil años seré recordado como el hombre que protegió la humanidad de un poderoso mal o seré recordado como un tirano arrogante,0.03333333333333333
que trató de convertirse en leyenda aunque muchos tericianos expresan cierto desprecio hacia la ciudad también sienten envidia he visto que los porteadores a hablar con asombro de las catedrales de sus sorprendentes vidrieras pintadas y sus amplios salones también parecen muy afusionados a nuestras modas de vestir en la ciudad de méxico los porteadores de la ciudad de méxico los porteadores de la ciudad de méxico los porteadores de la ciudad de méxico los porteadores de la ciudad de méxico,que trató de convertirse en leyenda aunque muchos terrisianos expresan ciertos desprecios e la ciudad también sienten envidia he dido que los porteadores a hablar con la sombra de as catedrales de sus surprendentes videreas pintadas y sus amplios salones también parecen muy afestinados a nuestra momodas de vestir en la ciudad,0.5308641975308642
la vez vi como muchos jóvenes cambiando sus pieles por trajes de cabalero hechos a media ahora ya estamos cerca extrañamente en estas alturas de las montañas parecemos finalmente libres de la presión y el contacto de la profundidad ha pasado algún tiempo desde que descubrí lo que era eso el lago que descubrió,lavez vi como muchos jóvenes cambiando sus pieles por trajes de caballero hechos a media ahora ya estamos cerca extrañamente en esas alturas de las montañas parecemos finalmente libres de la presión y el contrapto de la profundidad ha pasado algún tiempo desde que descubrí lo que era eso el lago que descubrió,0.09259259259259259
fedik está bajo nosotros puedo verlo desde aquí para eso es más extraño desde esta perspectiva con su brilo brilo vetrio casi matálico casi deseo haber permitido tomar una muestra de sus aguas tal vez su interés era lo que enfadó a la criatura de la broma que nos sigue tal vez tal vez por eso decidió atacarlo,fedik está bajo nosotros puedo verlo des de aquí para eso un más extraño es de esta perspectiva con su billo brillo vetrio casi matálico tasi deseo haber permitido tomar una muesta de sus aguas tal vez su interés era lo que enfodó a la creatura de la bruma que no sigue tal vez tal vez por eso decidió a tacarlo,0.25862068965517243
apuñalándolo con su cuchilo invisible curiosamente el ataque me consoló al menos se desde entonces que alguien más lo ha visto eso significa que no soy loco nunca quise ser temido y lamento una cosa y es el temor que he causado el miedo es la heramienta de los tiranos y por desgracia,apuñalándocon su cuchino invisible curiosamente el ataque me consoló al menos se desde entonces que alguien más lo ha visto eso significa que no soy loco nunca quise serte mío ylamenta una cosa y es el temor que he causado el mío es la herramienta de los tiranos y por desgracia,0.16981132075471697
cuando el destino del mundo está en juego usas las heramientas que tienes a mano sé lo que sucediera si tomo la decisión equivocada debo ser fuerte no he de quedarme de poder para mí porque he visto lo que sucederá si lo hago he decidido que tengo que dar gracias al odio de rajesh me hace bien recordar que hay quienes me aborecien no es mi idea de hacer nada,cuando el destino del mundo está en juego usas las herramientas que tienes a mano sé lo que sucediera si tomo la ecición equivocada debo ser fuerte no he de quedar de poder para mí porque he visto lo que sescdará si lo hago he decidido que tengo que dar gracias al odio e rajesh me hace bien recordar que hay quienes me aborrecen no es ni iera,0.15492957746478872
buscar la popularidad ni el amor sino asegurar la supervivencia de la humanidad hay algo más hermoso que el sol a menudo lo contemplo al salir pues mi sueño inquieto suele despertarme antes del alba cada vez que lo veo me tranquiliza la luz amarila a asomar por el horizonte siento un poco más de determinación,buscar la popularidad ni el amor sino asegurar la supervivencia de la humanidad hay algo más hermoso que el sol a menudo contemo o contemplo a salir pues mi sueño inquieto suele despertarme antes deel alba cada vez que lo dejo me tranquiliza la luz amarilla a asomar por el horizonte siento un poco más de le terminación,0.14285714285714285
poco más de esperanza en cierto modo ese es lo que me ha mantenido en marcha todo el tiempo estos son mis temores mientras escribo con la pluma cubierta descarcha la vizpa del renacer del mundo rogelts observa me odia las cabrilas están ahí adelante latiendo mis dedos tiemblan nueve frío mañana terminará extrañamente en ocasiones,poco más de esperanza en cierto modo ese slo que me ha mantenido en marcha todo el tiempo estos son mis temores mientras escribo con la pluma cubierta descarcha la vispra del renacer del mundo ragels observa me odia las caballas están ahí adelante latiendo mis dedos tiemblan nueve frío mañana terminará extrañamente en ocasiones,0.08928571428571429
siento paz interior se podría pensar que después de todo lo que he sufrido mi alma sería un arojijo de tensiones confusión y melancolía a menudo así es pero luego está en paz lo siento a veces como ahora asomado sobre el acantilado congelado y las montañas de cristal en la inquietud de la mañana contemplando,siento paz interior se podría pensar que después de todo lo que esufrio mi alma sería un arrojijo de atensiones confusión y melancolía a menudo así es pero luego esta en paz lo siento a veces como ahona asomado sobre el acantilado congelado y las montañas de cristal en la inquietud de la muente de la mañana contemplan,0.17857142857142858
amanecer majestuoso que sé que en ningún otro será jamás o igual,amanecer majestuoso que sé que en ningún otro será jamás igual,0.08333333333333333
